County_Name,State_Name,year,AQI,PRESS,TEMP,RH_DP,NO,CO,so2,Ozone,PM10,WIND,LEAD,Disasters_By_Count
'ROCK ISLAND',ILLINOIS,1981,46.53,96.8,55.149074,96.8,12.81,1.72,5.7,0.02,23.85,96.8,0.18,3
ROCKLAND,'NEW YORK',2012,42.67,998.17,55.149074,998.17,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
'SANTA CRUZ',CALIFORNIA,2014,40.46,320.95214,57.23,57.23,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,1
SONOMA,CALIFORNIA,1983,34.32,320.95214,55.149074,156.735362,16,0.97,4.19,0.02,23.85,97.560398,0.17,1
'ST. CHARLES',LOUISIANA,2007,39,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
'ST. CROIX',WISCONSIN,1986,38.7,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
'ST. JAMES',LOUISIANA,2018,28.58,320.95214,55.149074,156.735362,12.81,0.73,0.38,0.02,23.230241,97.560398,0.124122,1
'ST. JOHN THE BAPTIST',LOUISIANA,1985,41.28,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,2
STARK,OHIO,1980,65.95,320.95214,55.149074,156.735362,26.15,1.08,14.24,0.02,23.85,97.560398,0.29,6
SUFFOLK,MASSACHUSETTS,2007,59.19,1010.42,51.29,331.98,19.31,0.28,4.05,0.02,17.43,97.560398,0.01,2
SUMTER,GEORGIA,1997,54.01,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
TETON,WYOMING,2005,43.21,104.34,35.25,77.62,12.81,0.2,4.19,0.04,19.11,104.34,0.13,4
TUCKER,'WEST VIRGINIA',2016,37.16,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
TULSA,OKLAHOMA,2008,59.62,320.95214,55.149074,156.735362,11.64,0.36,4.28,0.03,25.94,97.560398,0.01,84
TUSCALOOSA,ALABAMA,1981,47.19,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
ULSTER,'NEW YORK',2007,39.72,401.23,45.65,263.81,12.81,0.73,1.18,0.03,23.230241,128.66,0.124122,6
UNION,'NORTH CAROLINA',2010,50.91,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,22
UNION,'NORTH CAROLINA',2012,44.74,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,24
WASHINGTON,KENTUCKY,1996,54.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,3
WAUKESHA,WISCONSIN,1983,41.26,1016.6,49.33,439.16,12.81,0.66,4.19,0.03,23.230241,97.560398,0.124122,6
WAUKESHA,WISCONSIN,1989,45.5,1017.19,46.27,366.64,12.81,0.58,4.19,0.03,37.5,97.560398,0.13,7
WEBB,TEXAS,2016,39.91,76.01,75.8,75.94,12.81,0.37,4.19,0.02,20.74,76.01,0,10
WILSON,TENNESSEE,1988,63.23,320.95214,55.149074,156.735362,12.81,0.73,5.88,0.03,23.230241,97.560398,0.124122,1
ALLEGHENY,PENNSYLVANIA,1999,89.14,320.95214,55.149074,156.735362,25.52,0.68,9.27,0.03,26.48,97.560398,0.02,21
ARAPAHOE,COLORADO,2011,55.93,96.6,50.43,80.59,12.81,0.73,4.19,0.04,23.85,96.6,0.02,27
ARMSTRONG,PENNSYLVANIA,2007,56.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
BEAVER,PENNSYLVANIA,2015,48.29,320.95214,55.149074,156.735362,9.58,0.73,1.02,0.03,16.5,97.560398,0.01,43
BRISTOL,MASSACHUSETTS,2008,43.52,1018.57,50.66,378.99,12.81,0.73,2.86,0.04,23.230241,97.560398,0.124122,40
BROWN,WISCONSIN,1989,60.49,320.95214,55.149074,156.735362,12.81,0.73,6.62,0.04,25.39,97.560398,0.13,3
CALCASIEU,LOUISIANA,2007,49.78,320.95214,55.149074,156.735362,6.94,0.73,2.66,0.03,23.230241,97.560398,0.124122,16
CAMPBELL,KENTUCKY,2002,57.09,320.95214,55.149074,156.735362,10.13,0.73,3.69,0.03,21.92,97.560398,0.13,7
CANADIAN,OKLAHOMA,2008,40.52,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,28
CARTER,KENTUCKY,2006,41.01,320.95214,55.79,55.79,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
CHAMPAIGN,ILLINOIS,1990,36,320.95214,55.149074,156.735362,12.81,0.73,3.71,0.03,28.31,97.560398,0.13,3
CHATHAM,'NORTH CAROLINA',2011,31.12,320.95214,55.149074,156.735362,12.81,0.73,0.7,0.03,23.230241,97.560398,0.124122,18
CHESTER,PENNSYLVANIA,2006,56,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,35
CHESTERFIELD,VIRGINIA,2009,39.9,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,9
CHRISTIAN,KENTUCKY,2010,51.95,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,27
COCHISE,ARIZONA,1991,49.2,320.95214,55.149074,44,12.81,0.73,4.19,0.04,52.93,97.560398,0.13,4
COLLETON,'SOUTH CAROLINA',1985,66.98,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,1
COLLIN,TEXAS,1993,46.8,88.11,62.09,79.44,12.81,0.73,4.19,0.03,23.85,88.11,0.33,8
COOK,ILLINOIS,2008,72.81,236.63,49.51,203.28,20.94,0.36,2.44,0.02,24.78,100.99,0.02,86
COOS,'NEW HAMPSHIRE',2017,44.63,320.95214,53.86,53.86,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,18
CUMBERLAND,'NEW JERSEY',1997,47.7,320.95214,55.149074,156.735362,12.81,0.73,4.27,0.03,23.230241,97.560398,0.124122,5
CUMBERLAND,'NORTH CAROLINA',1999,55.15,320.95214,55.149074,156.735362,12.81,0.74,5.01,0.04,22.86,97.560398,0.13,10
CUYAHOGA,OHIO,1988,91.16,320.95214,55.149074,156.735362,28.99,1.42,12.05,0.03,45.99,97.560398,0.19,9
CUYAHOGA,OHIO,2011,65.63,320.95214,51.98,67.16,15.34,0.44,3.18,0.03,26.91,97.560398,0.03,68
CUYAHOGA,OHIO,2013,54.59,320.95214,51.11,66.4,12.93,0.59,2.46,0.03,26.49,97.560398,0.01,37
DEKALB,TENNESSEE,2011,38.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
DELAWARE,OHIO,1997,55.6,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,13
DENALI,ALASKA,2003,33.7,92.07,31.38,70.44,12.81,0.73,4.19,0.03,23.230241,92.07,0.124122,1
DENTON,TEXAS,1982,48.56,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
DOUGLAS,COLORADO,2000,41.69,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,15.12,97.560398,0.13,6
DUVAL,FLORIDA,2000,59.84,320.95214,55.149074,156.735362,15.22,0.53,2.88,0.03,24.93,97.560398,0.01,27
EDGEFIELD,'SOUTH CAROLINA',2006,42.9,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
FLATHEAD,MONTANA,2006,39.79,84,48.29,75.8,12.81,0.79,4.19,0.03,25.48,84,0.13,17
FORSYTH,'NORTH CAROLINA',1985,50.59,320.95214,55.149074,156.735362,13.35,0.94,4.5,0.03,23.85,97.560398,0.13,7
GALVESTON,TEXAS,1989,51.02,78.04,69.04,75.6,12.81,0.73,8.76,0.03,29.79,78.04,0.02,9
GLOUCESTER,'NEW JERSEY',1990,54.2,320.95214,55.149074,156.735362,12.81,0.73,7.46,0.03,24.56,97.560398,0.13,2
GLOUCESTER,'NEW JERSEY',2011,44.62,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,29
HAMBLEN,TENNESSEE,1998,48.19,320.95214,55.149074,156.735362,12.96,0.73,8.69,0.02,13.95,97.560398,0.13,13
HAMILTON,ILLINOIS,2011,50.46,99.91,55.149074,99.91,12.81,0.73,4.19,0.04,23.230241,99.91,0.124122,9
HAMILTON,TENNESSEE,1989,46.48,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,35,97.560398,0.13,2
HARTFORD,CONNECTICUT,1998,45.2,1009.64,53.89,242.12,18.33,0.99,2.91,0.03,19.71,97.560398,0.13,13
HERKIMER,'NEW YORK',2006,34.33,376.51,43.7,251.73,12.81,0.73,0.87,0.03,23.230241,88.83,0.124122,40
HIDALGO,TEXAS,1997,33.57,83.08,73.13,79.66,12.81,0.73,4.19,0.02,21.68,83.08,0.13,7
HONOLULU,HAWAII,2018,30.15,43.59,77.73,58.36,3.91,0.34,0.44,0.02,12.42,43.59,0,58
HUNTERDON,'NEW JERSEY',1984,48.78,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
HUNTINGTON,INDIANA,1990,62.24,320.95214,65.03,65.03,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,1
HUNTINGTON,INDIANA,2015,30.86,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,28
HUNTINGTON,INDIANA,2018,32.98,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
'INDIAN RIVER',FLORIDA,2008,39.27,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
JACKSON,OREGON,1997,42.02,320.95214,55.149074,156.735362,12.81,1.78,4.19,0.03,22.54,97.560398,0.02,8
JACKSON,'SOUTH DAKOTA',2010,37.19,320.95214,55.149074,156.735362,0.51,0.73,1,0.03,7.59,97.560398,0.13,31
JEFFERSON,ALABAMA,1992,56.82,88.04,55.149074,88.04,12.81,1.09,6.67,0.02,34.15,88.04,0.21,8
JEFFERSON,'NEW YORK',2001,59.91,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,4
'JO DAVIESS',ILLINOIS,2006,34.91,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
JOHNSON,TEXAS,2011,44.44,97.27,67.47,87.34,12.81,0.73,4.19,0.03,23.230241,97.27,0.124122,44
KENOSHA,WISCONSIN,2015,42.76,97.64,48.5,78.96,12.81,0.73,4.19,0.03,23.230241,97.64,0.124122,11
KENT,DELAWARE,2011,43.18,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,19
KINGS,'NEW YORK',1989,67.02,320.95214,55.149074,156.735362,12.81,2.08,11.78,0.02,31.18,97.560398,0.09,1
LAKE,FLORIDA,2015,34.28,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,9
LAKE,INDIANA,1998,67.37,991.4,53.86,209.4,17.83,0.95,6.39,0.03,28.68,97.560398,0.05,2
LAKE,OHIO,2004,57.02,320.95214,55.149074,156.735362,12.81,0.5,5.73,0.03,16.19,97.560398,0.13,7
LAWRENCE,OHIO,2007,48.97,320.95214,55.149074,156.735362,12.81,0.73,3.11,0.03,20.98,97.560398,0.13,10
LEBANON,PENNSYLVANIA,2013,50.06,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
LEE,MISSISSIPPI,2012,45.11,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,19
LEHIGH,PENNSYLVANIA,2015,37.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,12.89,97.560398,0.13,20
LOVE,OKLAHOMA,2013,52.25,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,6
MARION,FLORIDA,2000,49.04,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,12
MARION,INDIANA,2010,64.02,334.15,54.28,192.13,12.73,0.41,3.26,0.02,24.41,97.95,0.02,17
MARSHALL,TENNESSEE,1993,36.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,4
MIDDLESEX,CONNECTICUT,2008,48.67,1007,52.58,529.79,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,12
MONTGOMERY,ARKANSAS,1995,40.87,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
MONTGOMERY,'NORTH CAROLINA',1997,54.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,4
MONTGOMERY,TEXAS,1999,57.48,85.81,60.17,77.27,8.46,0.73,4.19,0.03,23.230241,85.81,0.124122,16
NAVAJO,ARIZONA,2011,50.43,105.39,53.67,76.9,12.81,0.73,4.19,0.04,16.28,105.39,0.13,17
'NEW LONDON',CONNECTICUT,2009,40.27,320.95214,53.43,53.43,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,20
NEWTON,ARKANSAS,2003,47.42,320.95214,55.149074,70.67,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,8
NUECES,TEXAS,2004,42.19,77.34,72.46,75.73,12.81,0.73,1.29,0.03,20.09,77.34,0.13,14
OCONEE,'SOUTH CAROLINA',2017,37.68,320.95214,55.149074,156.735362,12.81,0.73,0.1,0.04,23.230241,97.560398,0.124122,20
OLIVER,'NORTH DAKOTA',2009,35.75,115.9,39.41,89.31,1.95,0.73,1.19,0.03,23.230241,115.9,0.124122,5
ORANGE,TEXAS,2002,47.36,78.52,69.14,75.39,6.75,0.73,4.19,0.03,23.230241,78.52,0.124122,12
OUACHITA,LOUISIANA,2005,51.51,320.95214,55.149074,156.735362,12.81,0.73,1.88,0.03,23.230241,97.560398,0.124122,10
OZAUKEE,WISCONSIN,2012,49.25,1014.26,48.85,435.42,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
PASCO,FLORIDA,1994,39.39,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
PAULDING,GEORGIA,2014,44.99,781.05,58,333.86,2.45,0.19,4.19,0.03,23.85,114.67,0,2
PHILADELPHIA,PENNSYLVANIA,1998,66.16,206.8,60.36,169.33,32.2,0.85,5.5,0.02,31.3,206.8,0.16,13
PHILADELPHIA,PENNSYLVANIA,2013,54.25,107.88,59.82,82,16.76,0.27,1.48,0.03,26.38,107.88,0.03,18
PITTSBURG,OKLAHOMA,2007,42.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,21.15,97.560398,0.13,10
PORTER,INDIANA,1994,49.53,88.84,49.41,55.21,12.81,0.73,5.54,0.02,21.59,88.84,0.13,3
'PRINCE EDWARD',VIRGINIA,2007,44.34,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
PULASKI,KENTUCKY,2004,33.86,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,17.61,97.560398,0.13,30
RUTHERFORD,TENNESSEE,2007,62.05,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,8
'SAN BERNARDINO',CALIFORNIA,2017,101.97,384.23,65.64,230.48,17.69,0.38,0.55,0.04,27.12,97.44,0.01,39
'SAN DIEGO',CALIFORNIA,2010,67.09,147.06,61.1,117.46,13.07,0.54,1.12,0.03,23.95,102.7,0.05,12
'SANTA FE','NEW MEXICO',2016,44.7,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,14
SEMINOLE,FLORIDA,1993,41.61,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,18.5,97.560398,0.13,4
SHEBOYGAN,WISCONSIN,1996,43.71,320.95214,49.99,49.99,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,9
SHERMAN,KANSAS,1993,28.07,320.95214,55.149074,156.735362,12.81,0.73,0,0.02,28.96,97.560398,0,4
SPOKANE,WASHINGTON,1984,67.2,320.95214,55.149074,156.735362,12.81,1.93,2.31,0.02,23.85,97.560398,0.16,1
SPOKANE,WASHINGTON,1998,46.65,320.95214,51.55,51.55,12.81,1.6,4.19,0.04,25.67,97.560398,0.13,3
'ST. JAMES',LOUISIANA,2012,34.61,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
'ST. JOSEPH',INDIANA,2015,46.04,97.24,50.91,78.96,6.09,0.73,4.19,0.03,23.230241,97.24,0.124122,13
'ST. JOSEPH',INDIANA,2018,46.02,417.44,50.95,228.74,9.69,0.73,4.19,0.03,23.230241,94.9,0.124122,14
'ST. LUCIE',FLORIDA,1997,33.75,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,16.03,97.560398,0.13,6
STARK,OHIO,1981,65.46,320.95214,55.149074,156.735362,18.34,1.02,18.22,0.02,23.85,97.560398,0.22,5
SUBLETTE,WYOMING,1992,46.79,320.95214,55.149074,56.58,12.81,0.73,4.19,0.05,23.230241,97.560398,0.124122,1
SUBLETTE,WYOMING,1997,50.78,320.95214,55.149074,56.58,12.81,0.73,4.19,0.05,23.230241,97.560398,0.124122,3
SUFFOLK,'NEW YORK',1983,64.14,320.95214,55.149074,156.735362,12.81,0.73,10.1,0.03,23.230241,97.560398,0.124122,1
SUFFOLK,'NEW YORK',1992,47.91,320.95214,55.149074,156.735362,12.81,0.73,8.22,0.03,24.48,97.560398,0.13,4
SUMMIT,OHIO,1981,105.57,320.95214,55.149074,156.735362,12.81,1.36,19.11,0.02,23.85,97.560398,0.16,2
TRAVIS,TEXAS,1994,47.78,89.05,68.56,82.22,17.71,1.28,4.19,0.03,20.14,89.05,0.13,6
TRAVIS,TEXAS,2005,53.46,83.82,68.6,78.72,4.5,0.15,1.84,0.03,19.21,83.82,0.13,33
TREGO,KANSAS,2011,47.8,320.95214,55.149074,156.735362,12.81,0.73,1.16,0.04,23.230241,97.560398,0.124122,14
VENTURA,CALIFORNIA,1992,84.88,320.95214,55.149074,156.735362,12.71,0.69,0.11,0.03,29.41,97.560398,0.02,1
VICTORIA,TEXAS,2013,31.01,77.06,70.34,75.07,12.81,0.73,4.19,0.03,23.230241,77.06,0.124122,3
WABASH,INDIANA,2006,37.37,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
WALWORTH,WISCONSIN,1998,54.13,320.95214,50.89,50.89,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,26
WARREN,KENTUCKY,2004,42.12,320.95214,55.149074,156.735362,7.46,0.73,1.31,0.03,16.32,97.560398,0.13,10
WASHINGTON,MINNESOTA,2016,35.41,989.96,49.59,369.02,12.81,0.73,0.76,0.02,17.65,97.560398,0,15
WASHINGTON,PENNSYLVANIA,2012,54.64,320.95214,55.149074,156.735362,7.68,0.27,2.1,0.03,17.53,97.560398,0.13,13
ALBANY,WYOMING,1996,55.42,320.95214,55.149074,57.42,12.81,0.73,4.19,0.05,20.35,97.560398,0.13,9
ALLEGAN,MICHIGAN,1990,72.01,988.31,66.43,376.97,5.28,0.73,4.19,0.04,23.230241,97.560398,0.124122,4
ARLINGTON,VIRGINIA,1997,59.62,320.95214,55.149074,156.735362,23.47,0.4,4.19,0.04,17.69,97.560398,0.13,6
ARMSTRONG,PENNSYLVANIA,2002,61.42,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
ASHTABULA,OHIO,2007,38.49,320.95214,55.149074,156.735362,12.81,0.73,2.62,0.04,23.230241,97.560398,0.124122,12
ATLANTIC,'NEW JERSEY',2010,45.86,320.95214,55.149074,156.735362,12.81,0.73,0.92,0.03,15.3,97.560398,0.13,16
BECKER,MINNESOTA,2017,31.44,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,17
BELL,KENTUCKY,2015,37,110.25,57.82,92.77,12.81,0.73,4.19,0.03,23.230241,110.25,0.124122,17
BENNINGTON,VERMONT,2005,41.98,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
BERKS,PENNSYLVANIA,1999,60.18,320.95214,55.149074,156.735362,19.79,0.36,7.08,0.03,23.85,97.560398,0.37,17
BEXAR,TEXAS,1989,45.14,81.29,68.55,76.45,12.81,1.4,4.19,0.03,27.11,81.29,0.03,4
BOYD,KENTUCKY,2004,45.34,320.95214,56.92,56.92,8.74,0.73,3.37,0.03,26.3,97.560398,0.13,7
BROOKINGS,'SOUTH DAKOTA',2017,36.67,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,20.06,97.560398,0.13,16
CAMBRIA,PENNSYLVANIA,1995,55.29,320.95214,55.149074,156.735362,13.8,0.51,9.92,0.03,26.42,97.560398,0.05,14
CASS,MISSOURI,2015,40.79,384.98,55.2,256.21,12.81,0.73,4.19,0.04,23.230241,89.68,0.124122,20
CHARLESTON,'SOUTH CAROLINA',2018,36.73,105.81,55.149074,105.81,2.83,0.73,0.27,0.03,14.11,105.81,0.13,33
CHAUTAUQUA,'NEW YORK',2015,40.96,400.03,45.3,264.77,12.81,0.73,1.27,0.03,23.230241,102.04,0.124122,28
CHRISTIAN,KENTUCKY,2014,37.96,320.95214,55.149074,156.735362,12.81,0.73,0.61,0.04,23.230241,97.560398,0.124122,20
CLARK,NEVADA,2016,63.43,172.91,69.78,138.56,16.95,0.44,0.73,0.04,19.4,99.92,0.07,52
CLERMONT,OHIO,1991,56.56,320.95214,55.56,55.56,12.81,0.73,6.72,0.03,23.77,97.560398,0.13,9
COBB,GEORGIA,2005,57.93,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
COLLETON,'SOUTH CAROLINA',2010,37.95,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,35
CONVERSE,WYOMING,2016,42.4,846.31,48.23,220.96,1.79,0.73,4.19,0.04,17.15,97.560398,0.13,10
COOS,'NEW HAMPSHIRE',1999,53.17,320.95214,43.32,44.33,12.81,0.73,3.77,0.03,21.69,97.560398,0.13,14
COWETA,GEORGIA,2005,55.23,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,24
CUSTER,'SOUTH DAKOTA',2007,44.59,109.23,46.95,79.17,1.03,0.73,0.4,0.04,9.15,109.23,0.13,35
CUYAHOGA,OHIO,2005,63.79,320.95214,55.149074,156.735362,19.37,0.48,5.23,0.03,33.51,97.560398,0.03,22
DARLINGTON,'SOUTH CAROLINA',1984,64.69,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
DAVIDSON,TENNESSEE,1984,67.78,320.95214,55.149074,156.735362,12.81,2.11,11.15,0.02,23.85,97.560398,0.23,9
DENVER,COLORADO,2015,55.62,87.54,53.95,72.27,23.81,0.42,1,0.03,23.8,87.54,0,21
DEWEY,OKLAHOMA,2011,52.88,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,8
DUNN,'NORTH DAKOTA',2015,40.14,383.03,43.92,298.25,2.01,0.73,0.24,0.03,12.69,107,0.13,13
ELK,PENNSYLVANIA,2006,38.01,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
ESSEX,'NEW JERSEY',1997,54.59,320.95214,55.149074,156.735362,29.6,0.75,6.92,0.02,36.18,97.560398,0.13,9
ESSEX,'NEW YORK',2005,49.1,392.25,41.34,258.51,12.81,0.73,1.03,0.03,4.33,117.11,0.13,16
FAIRFIELD,CONNECTICUT,1980,130.61,320.95214,72.65,72.65,15.46,2.99,10.01,0.03,23.85,97.560398,0.62,3
FAIRFIELD,CONNECTICUT,2018,47.77,230.55,53.39,158.9,7.67,0.34,0.2,0.03,14.92,94.13,0.13,56
FLAGLER,FLORIDA,2017,34.01,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,33
GENESEE,MICHIGAN,2007,43.66,276.52,49.42,211.64,12.81,0.73,4.03,0.04,13.77,97.68,0,57
GREENE,PENNSYLVANIA,1999,72.7,320.95214,55.149074,156.735362,3.15,0.42,7.98,0.05,23.230241,97.560398,0.124122,4
GREENVILLE,'SOUTH CAROLINA',2018,39.92,84.73,55.149074,84.73,7.68,0.73,0.13,0.03,11.84,84.73,0.13,21
HANCOCK,KENTUCKY,1990,80,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
HANCOCK,MAINE,2013,39.54,104.69,44.5,81.86,12.81,0.15,0.07,0.04,5.49,104.69,0.13,1
HENNEPIN,MINNESOTA,2018,44.96,97.41,55.149074,97.41,13.1,0.43,1.73,0.02,28.63,97.41,0.01,21
HENRICO,VIRGINIA,1995,39.41,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,19.66,97.560398,0.13,7
HENRY,GEORGIA,1999,86.93,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,11
HENRY,GEORGIA,2013,39.39,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,10
HOUSTON,ALABAMA,2015,32.46,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,44
JEFFERSON,MISSOURI,2001,53.01,103.63,55.149074,103.63,12.81,0.73,3.17,0.03,23.85,103.63,1.79,13
JEFFERSON,TENNESSEE,2016,50.71,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
JERSEY,ILLINOIS,2000,49.33,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,9
JESSAMINE,KENTUCKY,2004,41.67,320.95214,58.14,58.14,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
KNOX,INDIANA,2008,42.21,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,42
KNOX,TENNESSEE,2009,36.8,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,17.14,97.560398,0.01,29
LARIMER,COLORADO,2009,53.6,114.63,44.13,86.64,12.81,0.29,4.19,0.04,18.03,114.63,0.13,35
LAWRENCE,OHIO,2014,43.38,320.95214,55.149074,156.735362,12.81,0.73,0.55,0.02,17.68,97.560398,0.13,12
LIBERTY,FLORIDA,2007,37.26,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
LINN,IOWA,2009,45.48,545.71,48.19,271.85,12.81,0.22,0.79,0.03,18.04,104.63,0.13,32
LIVINGSTON,LOUISIANA,1999,50.96,320.95214,55.149074,156.735362,4.25,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
LIVINGSTON,LOUISIANA,2010,46.32,320.95214,55.149074,156.735362,2.91,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
LORAIN,OHIO,2016,34.15,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,10.74,97.560398,0.13,8
'LOS ANGELES',CALIFORNIA,2008,95.61,280.82,64.28,204.68,21.92,0.47,1.24,0.03,30.49,93.61,0.37,15
LYON,MINNESOTA,2011,36.59,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
